식품명,1회제공량,에너지(Kcal),단백질(g),탄수화물(g),지질(g),총당류(g),나트륨(mg),식품코드
방어,100.0,101,21.7,0.4,0.8,-,-,N000349
방어,100.0,-,0.0,-,0.0,-,-,N000349
방어,100.0,-,0.0,-,0.0,-,-,N000349
방어,100.0,-,19.4,-,0.0,-,-,N000349
방어,100.0,-,0.0,-,0.0,-,-,N000349
방어-혈합육,100.0,-,0.0,-,0.0,-,-,N000350
배스,100.0,-,0.0,-,0.0,-,-,N000351
배스,100.0,-,0.0,-,0.0,-,-,N000351
백미돔,100.0,102,21.0,0.4,1.2,-,-,N000352
백연,100.0,89,19.0,0.3,0.8,-,-,N000353
밴댕이,100.0,225,16.3,0.2,16.5,-,-,N000355
뱀장어,100.0,-,14.5,-,0.0,-,-,N000358
뱀장어,100.0,223,14.4,0.3,17.1,-,-,N000358
뱀장어,100.0,-,0.0,-,0.0,-,-,N000358
뱀장어-간,100.0,202,12.2,22.3,6.3,-,-,N000359
뱀장어-양식산,100.0,-,0.0,-,0.0,-,-,N000360
뱀장어-자연산,100.0,-,0.0,-,0.0,-,-,N000361
뱅어,100.0,68,13.3,0.3,1.1,-,-,N000363
벌레문치,100.0,88,15.8,0.7,2.0,-,-,N000366
범가자미,100.0,82,18.2,0.8,0.2,-,-,N000367
범돔,100.0,94,19.5,0.4,1.1,-,-,N000368
범돔,100.0,-,0.0,-,0.0,-,-,N000368
베도라치,100.0,105,20.7,0.001,1.9,-,-,N000369
베도라치,100.0,-,0.0,-,0.0,-,-,N000369
베로치,100.0,86,19.5,0.001,0.4,-,-,N000370
벤자리,100.0,123,17.0,0.3,5.3,-,-,N000371
벤자리,100.0,-,0.0,-,0.0,-,-,N000371
벵에돔,100.0,-,0.0,-,0.0,-,-,N000372
벵에돔,100.0,-,20.9,-,0.0,-,-,N000372
벵에돔,100.0,98,20.2,0.001,1.4,-,-,N000372
벵에돔,100.0,-,0.0,-,0.0,-,-,N000372
별상어,100.0,-,17.4,-,0.0,-,-,N000373
별상어,100.0,103,23.5,0.3,0.3,-,-,N000373
별상어,100.0,-,0.0,-,0.0,-,-,N000373
별상어,100.0,-,0.0,-,0.0,-,-,N000373
별상어,100.0,-,0.0,-,0.0,-,-,N000373
별상어-간,100.0,-,0.0,-,57.1,-,-,N000374
별상어-간,100.0,-,0.0,-,0.0,-,-,N000374
별성대,100.0,91,19.3,0.001,1.0,-,-,N000375
별쭉지성대,100.0,129,19.2,0.001,5.1,-,-,N000376
별쭉지성대,100.0,-,0.0,-,0.0,-,-,N000376
병어,100.0,-,0.0,-,0.0,-,-,N000377
병어,100.0,130,16.4,0.3,6.3,-,-,N000377
병어,100.0,-,16.1,-,0.0,-,-,N000377
병어,100.0,-,0.0,-,0.0,-,-,N000377
병어-알,100.0,-,18.2,-,0.0,-,-,N000378
보구치,100.0,-,19.0,-,0.0,-,-,N000379
보구치,100.0,-,0.0,-,0.0,-,-,N000379
보구치,100.0,119,19.3,0.3,3.9,-,-,N000379
복섬,100.0,-,0.0,-,0.0,-,-,N000384
볼기우럭,100.0,129,18.7,0.001,5.3,-,-,N000385
볼락,100.0,93,19.3,0.6,1.0,-,-,N000386
볼락,100.0,-,0.0,-,0.0,-,-,N000386
볼락-양식산,100.0,-,19.4,-,0.0,-,-,N000387
볼락-자연산,100.0,-,20.1,-,0.0,-,-,N000388
부세,100.0,-,21.8,-,0.0,-,-,N000389
부세,100.0,105,17.2,0.001,3.4,-,-,N000389
부세,100.0,-,0.0,-,0.0,-,-,N000389
부시리,100.0,109,22.3,0.1,1.5,-,-,N000390
부시리,100.0,-,0.0,-,0.0,-,-,N000390
분홍꼼치,100.0,74,15.2,1.1,0.5,-,-,N000397
불볼락,100.0,-,17.7,-,0.0,-,-,N000399
불볼락,100.0,125,18.6,0.7,4.6,-,-,N000399
불볼락,100.0,-,0.0,-,0.0,-,-,N000399
불볼락,100.0,-,0.0,-,0.0,-,-,N000399
붉바리,100.0,99,21.0,0.1,1.1,-,-,N000400
붉바리,100.0,-,22.0,-,0.0,-,-,N000400
붉바리,100.0,-,0.0,-,0.0,-,-,N000400
붉은메기,100.0,-,0.0,-,0.0,-,-,N000409
붉은메기,100.0,-,18.2,-,0.0,-,-,N000409
붉은메기,100.0,83,18.2,0.001,0.7,-,-,N000409
붉은메기,100.0,-,0.0,-,0.0,-,-,N000409
붕어,100.0,94,18.1,0.1,1.8,-,-,N000410
붕어,100.0,-,18.1,-,0.0,-,-,N000410
붕어,100.0,-,0.0,-,0.0,-,-,N000410
붕어,100.0,-,0.0,-,0.0,-,-,N000410
붕어-알,100.0,-,25.6,-,0.0,-,-,N000411
붕장어,100.0,-,0.0,-,0.0,-,-,N000412
붕장어,100.0,135,17.4,0.3,6.4,-,-,N000412
붕장어,100.0,-,17.1,-,0.0,-,-,N000412
붕장어,100.0,-,0.0,-,0.0,-,-,N000412
블루길,100.0,-,18.6,-,0.0,-,-,N000413
블루길,100.0,-,0.0,-,0.0,-,-,N000413
블루길,100.0,83,17.8,0.2,0.8,-,-,N000413
블루길-알,100.0,-,0.0,-,0.0,-,-,N000414
빙어,100.0,85,18.4,0.001,0.8,-,-,N000419
빨간횟대,100.0,74,17.1,0.3,0.1,-,-,N000420
빨간횟대,100.0,-,0.0,-,0.0,-,-,N000420
빨강부치,100.0,71,15.8,0.001,0.5,-,-,N000421
뿔돔,100.0,-,19.5,-,0.0,-,-,N000423
뿔돔,100.0,97,18.0,0.001,2.2,-,-,N000423
사당놀래기,100.0,104,20.3,0.001,1.9,-,-,N000424
산천어,100.0,117,20.3,0.1,3.3,-,-,N000425
산천어,100.0,-,0.0,-,0.0,-,-,N000425
산천어,100.0,-,0.0,-,0.0,-,-,N000425
살살치,100.0,-,0.0,-,0.0,-,-,N000426
살살치,100.0,70,15.5,0.6,0.2,-,-,N000426
삼세기,100.0,-,0.0,-,0.0,-,-,N000434
삼세기,100.0,-,17.9,-,0.0,-,-,N000434
삼세기,100.0,-,0.0,-,0.0,-,-,N000434
삼세기,100.0,97,18.6,0.5,1.8,-,-,N000434
삼치,100.0,-,0.0,-,0.0,-,-,N000435
삼치,100.0,108,19.0,0.6,2.7,-,-,N000435
삼치,100.0,-,20.1,-,0.0,-,-,N000435
삼치,100.0,-,0.0,-,0.0,-,-,N000435
삼치-보통육,100.0,-,0.0,-,0.0,-,-,N000436
삼치-혈합육,100.0,-,0.0,-,0.0,-,-,N000437
새날치,100.0,-,23.8,-,0.0,-,-,N000440
새다래,100.0,104,18.9,0.001,2.6,-,-,N000441
새다래,100.0,-,23.1,-,0.0,-,-,N000441
샛돔,100.0,-,19.0,-,0.0,-,-,N000443
샛돔,100.0,121,16.3,0.2,5.5,-,-,N000443
샛멸,100.0,-,0.0,-,0.0,-,-,N000444
선홍치,100.0,-,22.1,-,0.0,-,-,N000447
성대,100.0,-,0.0,-,0.0,-,-,N000448
성대,100.0,-,0.0,-,0.0,-,-,N000448
성대,100.0,-,19.8,-,0.0,-,-,N000448
성대,100.0,94,19.9,0.2,1.0,-,-,N000448
송어,100.0,-,0.0,-,0.0,-,-,N000453
송어,100.0,121,21.0,0.1,3.4,-,-,N000453
수조기,100.0,-,17.7,-,0.0,-,-,N000459
수조기,100.0,-,0.0,-,0.0,-,-,N000459
술봉가자미,100.0,84,16.8,0.001,1.4,-,-,N000461
숭어,100.0,-,20.0,-,0.0,-,-,N000462
숭어,100.0,107,21.7,0.4,1.5,-,-,N000462
숭어,100.0,-,0.0,-,0.0,-,-,N000462
숭어,100.0,-,0.0,-,0.0,-,-,N000462
실꼬리돔,100.0,107,19.8,0.1,2.5,-,-,N000463
실꼬리돔,100.0,-,21.8,-,0.0,-,-,N000463
실꼬리돔,100.0,-,0.0,-,0.0,-,-,N000463
쌍동가리,100.0,101,20.8,0.001,1.4,-,-,N000464
쌍동가리,100.0,-,0.0,-,0.0,-,-,N000464
쌍뿔달재,100.0,75,16.9,0.1,0.4,-,-,N000465
쏘가리,100.0,111,17.2,0.001,4.1,-,-,N000466
쏘가리,100.0,-,0.0,-,0.0,-,-,N000466
쏘가리,100.0,-,0.0,-,0.0,-,-,N000466
쏘가리,100.0,-,0.0,-,0.0,-,-,N000466
쏘가리,100.0,-,0.0,-,0.0,-,-,N000466
쏘가리,100.0,-,0.0,-,0.0,-,-,N000466
쏘가리,100.0,-,0.0,-,0.0,-,-,N000466
쏘가리,100.0,-,0.0,-,0.0,-,-,N000466
쏘가리,100.0,-,20.0,-,0.0,-,-,N000466
쏘가리-알,100.0,-,17.3,-,0.0,-,-,N000467
쏨뱅이,100.0,90,19.9,0.1,0.6,-,-,N000469
쏨뱅이,100.0,-,0.0,-,0.0,-,-,N000469
쑤기미,100.0,84,18.5,0.5,0.4,-,-,N000470
쑥감펭,100.0,83,19.0,0.001,0.3,-,-,N000471
쑥감펭,100.0,-,0.0,-,0.0,-,-,N000471
아귀,100.0,-,13.2,-,0.0,-,-,N000472
아귀,100.0,-,0.0,-,0.0,-,-,N000472
아귀,100.0,63,14.1,0.5,0.2,-,-,N000472
아귀-간,100.0,-,0.0,-,0.0,-,-,N000473
아귀-간,100.0,432,10.4,5.2,39.0,-,-,N000473
아귀-간,100.0,-,0.0,-,0.0,-,-,N000473
아귀-근육,100.0,-,0.0,-,0.0,-,-,N000474
아귀-내장,100.0,-,0.0,-,0.0,-,-,N000475
아귀-대창,100.0,-,0.0,-,0.0,-,-,N000476
아홉동가리,100.0,106,19.8,0.1,2.3,-,-,N000478
아홉동가리,100.0,-,0.0,-,0.0,-,-,N000478
악상어,100.0,284,13.4,0.001,24.2,-,-,N000479
애꼬치,100.0,-,0.0,-,0.0,-,-,N000482
양미리,100.0,123,21.5,0.001,3.4,-,-,N000483
양태,100.0,87,20.0,0.1,0.2,-,-,N000485
양태,100.0,-,20.0,-,0.0,-,-,N000485
어름돔,100.0,-,18.9,-,0.0,-,-,N000486
어름돔,100.0,94,19.5,0.4,1.2,-,-,N000486
얼룩통구멍,100.0,-,19.4,-,0.0,-,-,N000487
얼룩통구멍,100.0,82,18.2,0.001,0.5,-,-,N000487
여덟동가리,100.0,110,19.2,0.001,3.1,-,-,N000488
연어,100.0,106,20.6,0.2,1.9,-,-,N000489
연어,100.0,-,19.4,-,0.0,-,-,N000489
연어-알,100.0,-,24.3,-,0.0,-,-,N000491
연어병치,100.0,-,20.5,-,0.0,-,-,N000495
열쌍동가리,100.0,86,18.3,0.1,0.9,-,-,N000496
옥돔,100.0,-,18.6,-,0.0,-,-,N000499
옥돔,100.0,82,18.1,0.9,0.2,-,-,N000499
용가자미,100.0,82,18.1,0.1,0.6,-,-,N000505
용가자미,100.0,-,0.0,-,0.0,-,-,N000505
용가자미,100.0,-,0.0,-,0.0,-,-,N000505
용서대,100.0,-,0.0,-,0.0,-,-,N000506
용치놀래기,100.0,-,19.3,-,0.0,-,-,N000507
용치놀래기,100.0,85,19.3,0.4,0.2,-,-,N000507
우각바리,100.0,91,19.0,0.001,1.2,-,-,N000508
우럭볼락,100.0,88,18.3,0.1,1.1,-,-,N000510
우럭볼락,100.0,-,0.0,-,0.0,-,-,N000510
우럭볼락,100.0,-,19.3,-,0.0,-,-,N000510
웅어,100.0,169,15.9,0.001,10.8,-,-,N000514
웅어,100.0,-,16.8,-,0.0,-,-,N000514
육동가리돔,100.0,98,18.6,0.001,2.6,-,-,N000516
은상어,100.0,101,22.9,0.001,0.5,-,-,N000517
은어,100.0,114,16.7,0.2,4.5,-,-,N000518
은어-양식산,100.0,-,0.0,-,0.0,-,-,N000519
은연어,100.0,106,21.7,0.2,1.4,-,-,N000520
인상어,100.0,133,21.8,0.4,4.2,-,-,N000521
임연수어,100.0,-,18.6,-,0.0,-,-,N000522
임연수어,100.0,152,19.6,0.5,7.1,-,-,N000522
잉어,100.0,113,17.5,0.3,4.0,-,-,N000524
잉어,100.0,-,19.9,-,0.0,-,-,N000524
잉어,100.0,-,0.0,-,0.0,-,-,N000524
잉어-근육,100.0,-,0.0,-,0.0,-,-,N000525
잉어-알,100.0,-,0.0,-,0.0,-,-,N000526
잉어-알,100.0,-,25.3,-,0.0,-,-,N000526
자리돔,100.0,88,19.5,0.4,0.4,-,-,N000529
자바리,100.0,106,20.1,1,1.8,-,-,N000531
자주복,100.0,-,17.9,-,0.0,-,-,N000532
자주복,100.0,83,18.8,0.4,0.2,-,-,N000532
자주복,100.0,-,0.0,-,0.0,-,-,N000532
자주복-양식산,100.0,-,0.0,-,0.0,-,-,N000533
자주복-자연산,100.0,-,0.0,-,0.0,-,-,N000534
장갱이,100.0,90,19.1,0.001,1.0,-,-,N000535
장갱이,100.0,-,0.0,-,0.0,-,-,N000535
장어베도라치,100.0,135,19.3,0.7,5.4,-,-,N000536
잿방어,100.0,105,22.5,0.5,0.8,-,-,N000540
전갱이,100.0,-,20.7,-,0.0,-,-,N000541
전갱이,100.0,-,0.0,-,0.0,-,-,N000541
전갱이,100.0,-,18.6,-,0.0,-,-,N000541
전갱이,100.0,133,20.7,0.1,4.8,-,-,N000541
전갱이,100.0,-,0.0,-,0.0,-,-,N000541
전갱이,100.0,-,0.0,-,0.0,-,-,N000541
전갱이-매가리,100.0,99,19.9,0.3,1.5,-,-,N000542
전갱이-매가리,100.0,-,0.0,-,0.0,-,-,N000542
전갱이-보통육,100.0,-,0.0,-,0.0,-,-,N000543
전갱이-혈합육,100.0,-,0.0,-,0.0,-,-,N000545
전기가오리,100.0,64,13.0,0.001,1.0,-,-,N000546
전어,100.0,-,18.7,-,0.0,-,-,N000547
전어,100.0,107,19.2,0.2,2.7,-,-,N000547
전어,100.0,-,0.0,-,0.0,-,-,N000547
점감펭,100.0,90,19.4,0.3,0.7,-,-,N000549
점농어,100.0,-,19.1,-,0.0,-,-,N000550
점농어,100.0,129,18.5,0.4,5.2,-,-,N000550
점줄우럭,100.0,100,19.3,0.1,1.9,-,-,N000551
정어리,100.0,-,19.8,-,0.0,-,-,N000554
정어리,100.0,-,0.0,-,0.0,-,-,N000554
정어리-가식부육,100.0,132,21.3,0.001,4.5,-,-,N000555
정어리-가식부육,100.0,141,20.4,0.001,5.8,-,-,N000555
정어리-가식부육,100.0,159,19.9,0.001,8.0,-,-,N000555
정어리-가식부육,100.0,135,17.9,0.3,6.2,-,-,N000555
정어리-가식부육,100.0,187,18.1,0.001,12.1,-,-,N000555
정어리-가식부육,100.0,232,19.6,0.3,15.7,-,-,N000555
정어리-가식부육,100.0,167,19.9,0.001,8.9,-,-,N000555
정어리-가식부육,100.0,171,20.0,0.2,9.1,-,-,N000555
정어리-보통육,100.0,-,0.0,-,0.0,-,-,N000556
정어리-전어체,100.0,130,18.5,0.001,5.5,-,-,N000557
정어리-전어체,100.0,148,18.0,0.001,7.7,-,-,N000557
정어리-전어체,100.0,164,19.7,0.001,8.6,-,-,N000557
정어리-전어체,100.0,208,16.8,0.001,14.6,-,-,N000557
정어리-전어체,100.0,232,15.8,0.001,17.6,-,-,N000557
정어리-전어체,100.0,187,16.2,0.001,12.7,-,-,N000557
정어리-전어체,100.0,179,17.5,0.1,11.1,-,-,N000557
정어리-혈합육,100.0,-,0.0,-,0.0,-,-,N000558
조피볼락,100.0,-,0.0,-,0.0,-,-,N000563
조피볼락,100.0,121,21.4,0.2,3.2,-,-,N000563
조피볼락,100.0,-,19.0,-,0.0,-,-,N000563
조피볼락,100.0,-,0.0,-,0.0,-,-,N000563
졸복,100.0,-,0.0,-,0.0,-,-,N000564
졸복,100.0,83,18.9,0.5,0.1,-,-,N000564
주먹물수배기,100.0,106,15.2,0.001,4.5,-,-,N000571
준치,100.0,129,20.1,0.001,4.7,-,-,N000572
준치,100.0,-,0.0,-,0.0,-,-,N000572
줄가자미,100.0,76,17.4,0.2,0.2,-,-,N000573
줄가자미,100.0,-,0.0,-,0.0,-,-,N000573
줄노래미,100.0,85,17.5,0.001,1.2,-,-,N000574
줄삼치,100.0,134,24.6,0.2,3.1,-,-,N000575
줄전갱이,100.0,112,24.0,0.1,1.1,-,-,N000576
쥐노래미,100.0,-,21.0,-,0.0,-,-,N000580
쥐노래미,100.0,119,21.0,0.5,3.0,-,-,N000580
쥐노래미,100.0,-,0.0,-,0.0,-,-,N000580
쥐치,100.0,-,19.8,-,0.0,-,-,N000581
쥐치,100.0,83,19.1,0.3,0.1,-,-,N000581
쥐치,100.0,-,0.0,-,0.0,-,-,N000581
참가자미,100.0,85,19.4,0.4,0.2,-,-,N000594
참가자미,100.0,-,18.8,-,0.0,-,-,N000594
참가자미,100.0,-,0.0,-,0.0,-,-,N000594
참가자미-알,100.0,-,0.0,-,0.0,-,-,N000596
참다랑어,100.0,132,27.2,0.1,1.8,-,-,N000603
참다랑어,100.0,-,0.0,-,0.0,-,-,N000603
참다랑어,100.0,-,24.2,-,0.0,-,-,N000603
참다랑어,100.0,-,0.0,-,0.0,-,-,N000603
참다랑어-기름살(육),100.0,-,23.9,-,0.0,-,-,N000604
참다랑어-내장,100.0,-,19.5,-,0.0,-,-,N000605
참다랑어-등살(상),100.0,-,0.0,-,0.0,-,-,N000606
참다랑어-등살(상),100.0,-,24.5,-,0.0,-,-,N000606
참다랑어-등살(중),100.0,-,0.0,-,0.0,-,-,N000607
참다랑어-등살(중),100.0,-,22.8,-,0.0,-,-,N000607
참다랑어-등살(하),100.0,-,0.0,-,0.0,-,-,N000608
참다랑어-뱃살(상),100.0,-,0.0,-,0.0,-,-,N000609
참다랑어-뱃살(상),100.0,-,21.8,-,0.0,-,-,N000609
참다랑어-뱃살(중),100.0,-,0.0,-,0.0,-,-,N000610
참다랑어-뱃살(중),100.0,-,23.4,-,0.0,-,-,N000610
참다랑어-뱃살(하),100.0,-,0.0,-,0.0,-,-,N000611
참다랑어-뱃살(하),100.0,-,24.2,-,0.0,-,-,N000611
참다랑어-붉은살,100.0,-,24.8,-,0.0,-,-,N000612
참돔,100.0,-,21.5,-,0.0,-,-,N000618
참돔,100.0,82,18.4,0.8,0.1,-,-,N000618
참돔,100.0,-,0.0,-,0.0,-,-,N000618
참돔-알,100.0,-,7.6,-,0.0,-,-,N000619
참돔-양식산,100.0,-,0.0,-,0.0,-,-,N000620
참돔-양식산,100.0,-,0.0,-,0.0,-,-,N000620
참돔-자연산,100.0,-,0.0,-,0.0,-,-,N000621
참돔-자연산,100.0,-,0.0,-,0.0,-,-,N000621
참마자,100.0,90,17.7,0.3,1.5,-,-,N000622
참붕어,100.0,118,16.4,0.1,5.1,-,-,N000627
참서대,100.0,84,18.6,0.5,0.4,-,-,N000628
참서대,100.0,-,17.4,-,0.0,-,-,N000628
참조기,100.0,-,0.0,-,0.0,-,-,N000630
참조기,100.0,-,19.3,-,0.0,-,-,N000630
참조기,100.0,82,17.1,0.3,0.9,-,-,N000630
참조기,100.0,-,0.0,-,0.0,-,-,N000630
참조기-근육,100.0,-,17.7,-,0.0,-,-,N000631
참조기-알,100.0,-,22.9,-,0.0,-,-,N000632
청멸,100.0,-,16.9,-,0.0,-,-,N000640
청멸,100.0,200,17.1,0.1,13.6,-,-,N000640
청보리멸,100.0,93,19.5,0.001,1.1,-,-,N000641
청보리멸,100.0,-,20.5,-,0.0,-,-,N000641
청보리멸,100.0,-,0.0,-,0.0,-,-,N000641
청보리멸,100.0,-,0.0,-,0.0,-,-,N000641
청상아리,100.0,-,20.4,-,0.0,-,-,N000642
청새리상어,100.0,101,18.5,0.1,2.4,-,-,N000643
청어,100.0,213,16.3,0.4,15.1,-,-,N000644
청어,100.0,-,17.8,-,0.0,-,-,N000644
청어,100.0,-,0.0,-,0.0,-,-,N000644
청어-근육,100.0,-,0.0,-,0.0,-,-,N000645
청어-생식소,100.0,-,0.0,-,0.0,-,-,N000647
청어-생식소,100.0,-,0.0,-,0.0,-,-,N000647
청어-알,100.0,107,19.6,0.5,2.4,-,-,N000648
청어-알,100.0,-,0.0,-,0.0,-,-,N000648
청어-알,100.0,-,0.0,-,0.0,-,-,N000648
청자갈치,100.0,71,13.6,0.1,1.4,-,-,N000649
청자갈치,100.0,-,0.0,-,0.0,-,-,N000649
청줄돔,100.0,-,0.0,-,0.0,-,-,N000650
초어,100.0,89,17.1,0.2,1.7,-,-,N000652
칠성갈치,100.0,92,16.8,0.1,2.2,-,-,N000654
칠성갈치,100.0,-,0.0,-,0.0,-,-,N000654
탁자볼락,100.0,85,19.7,0.3,0.1,-,-,N000664
통치,100.0,138,20.0,0.1,5.7,-,-,N000671
투라치,100.0,79,18.1,0.5,0.1,-,-,N000672
틸라피아,100.0,-,19.7,-,0.0,-,-,N000674
틸라피아,100.0,126,19.3,0.2,4.7,-,-,N000674
틸라피아,100.0,-,0.0,-,0.0,-,-,N000674
푸렁통구멍,100.0,-,19.4,-,0.0,-,-,N000678
푸렁통구멍,100.0,76,17.4,0.2,0.2,-,-,N000678
풀망둑,100.0,77,16.4,0.3,0.7,-,-,N000680
풀반지,100.0,167,16.9,0.2,10.1,-,-,N000681
피라미,100.0,105,18.5,0.2,2.8,-,-,N000683
학공치,100.0,94,17.8,0.7,1.7,-,-,N000687
학공치,100.0,-,0.0,-,0.0,-,-,N000687
학공치,100.0,-,19.3,-,0.0,-,-,N000687
학공치,100.0,-,0.0,-,0.0,-,-,N000687
향어,100.0,158,18.4,0.1,8.7,-,-,N000694
향어,100.0,-,18.6,-,0.0,-,-,N000694
향어,100.0,-,0.0,-,0.0,-,-,N000694
향어,100.0,-,0.0,-,0.0,-,-,N000694
향어,100.0,-,0.0,-,0.0,-,-,N000694
호박돔,100.0,90,20.3,0.001,0.5,-,-,N000695
호박돔,100.0,-,0.0,-,0.0,-,-,N000695
혹돔,100.0,114,19.2,0.4,2.7,-,-,N000696
혹돔,100.0,-,0.0,-,0.0,-,-,N000696
혹돔,100.0,-,20.2,-,0.0,-,-,N000696
홍가자미-암컷,100.0,-,17.4,-,0.0,-,-,N000698
홍감펭,100.0,108,16.7,0.2,3.9,-,-,N000699
홍어,100.0,-,19.2,-,0.0,-,-,N000701
홍어,100.0,87,19.6,0.001,0.5,-,-,N000701
홍어-간,100.0,-,0.0,-,0.0,-,-,N000702
홍치,100.0,93,18.9,0.1,1.4,-,-,N000703
황놀래기,100.0,98,18.9,0.1,1.9,-,-,N000705
황놀래기,100.0,-,0.0,-,0.0,-,-,N000705
황다랑어,100.0,114,23.9,0.2,1.3,-,-,N000706
황다랑어,100.0,-,26.0,-,0.0,-,-,N000706
황다랑어,100.0,-,0.0,-,0.0,-,-,N000706
황다랑어-내장,100.0,-,20.6,-,0.0,-,-,N000707
황돔,100.0,-,0.0,-,0.0,-,-,N000709
황돔,100.0,102,20.2,0.3,1.7,-,-,N000709
황돔,100.0,-,0.0,-,0.0,-,-,N000709
황매퉁이,100.0,97,20.0,0.1,1.3,-,-,N000710
황새치,100.0,-,0.0,-,0.0,-,-,N000711
황아귀,100.0,-,16.3,-,0.0,-,-,N000713
황아귀,100.0,71,16.3,0.1,0.2,-,-,N000713
황아귀,100.0,-,0.0,-,0.0,-,-,N000713
황어,100.0,95,18.3,0.2,1.8,-,-,N000714
황어,100.0,-,19.4,-,0.0,-,-,N000714
황점볼락,100.0,102,21.3,0.001,1.3,-,-,N000715
황점볼락,100.0,-,0.0,-,0.0,-,-,N000715
황줄돔,100.0,97,19.3,0.001,1.6,-,-,N000716
흉상어,100.0,112,23.5,0.001,1.4,-,-,N000717
흑대기,100.0,-,0.0,-,0.0,-,-,N000718
흰꼬리볼락,100.0,-,0.0,-,0.0,-,-,N000719
흰점복,100.0,72,15.9,0.001,0.5,-,-,N000721
흰점복,100.0,-,0.0,-,0.0,-,-,N000721
히메치,100.0,-,0.0,-,0.0,-,-,N000722
히메치,100.0,99,20.9,0.001,1.1,-,-,N000722
메기-알,100.0,-,26.2,-,0.0,-,-,N000729
메기-양식산,100.0,-,0.0,-,0.0,-,-,N000730
메기-양식산,100.0,-,17.6,-,0.0,-,-,N000730
메기-양식산,100.0,-,0.0,-,0.0,-,-,N000730
치어,100.0,-,15.6,-,0.0,-,-,N000748
향어(이스라엘잉어)-알,100.0,-,25.8,-,0.0,-,-,N000751
"감자, 대지, 생것",100.0,67,2.01,15.08,0.04,0.0,1,R000421
"감자, 대지, 삶은것",100.0,77,2.07,17.39,0.08,0.0,1,R000422
"감자, 대지, 찐것",100.0,80,2.11,18.17,0.09,0.0,2,R000423
"감자, 대지, 구운것",100.0,90,2.43,20.5,0.09,0.0,1,R000424
"감자, 수미, 생것",100.0,70,1.93,16.07,0.03,0.0,1,R000425
"감자, 수미, 삶은것",100.0,76,1.99,17.43,0.04,0.0,1,R000426
"감자, 수미, 찐것",100.0,75,1.94,17.28,0.05,0.0,0,R000427
"감자, 수미, 구운것",100.0,85,2.3,19.38,0.08,0.0,0,R000428
"감자, 로즈밸리, 생것",100.0,68,2.25,15.18,0.03,0.0,0,R000429
"감자, 로즈밸리, 삶은것",100.0,79,2.34,17.87,0.09,0.0,1,R000430
"감자, 자색, 생것",100.0,82,2.8,18.5,0.0,0.0,18,R000431
"감자, 자색, 찐것",100.0,85,2.3,19.5,0.0,0.0,18,R000432
"감자, 자색, 보라밸리, 생것",100.0,60,1.45,13.79,0.02,0.0,2,R000433
"감자, 자색, 보라밸리, 삶은것",100.0,69,1.39,15.97,0.05,0.0,2,R000434
"감자, 자심, 생것",100.0,64,1.8,14.7,0.0,0.0,4,R000435
"감자, 부침가루",100.0,355,12.1,73.6,1.4,0.0,18,R000436
"감자 과자, 감자칩, 구운것",100.0,469,5.0,71.4,18.2,5.01,536,R000437
"감자 과자, 감자칩, 튀긴것",100.0,536,4.95,60.92,30.33,0.0,342,R000438
"감자 튀김, 튀긴것",100.0,293,3.54,44.16,11.3,0.19,258,R000439
"감자 튀김, 해시브라운, 튀긴것",100.0,219,2.65,28.51,11.59,0.27,15,R000440
"감자, 으깬감자",100.0,83,1.91,17.57,0.57,1.48,302,R000441
감자 샐러드,100.0,143,2.68,11.17,8.2,0.0,529,R000442
"고구마, 생것",100.0,147,1.09,35.52,0.15,9.83,8,R000443
"고구마, 분질(밤) 고구마, 생것",100.0,154,1.01,37.22,0.11,9.83,7,R000444
"고구마, 점질(호박) 고구마, 생것",100.0,141,1.17,33.81,0.2,9.83,8,R000445
"고구마, 베니하루까, 생것",100.0,147,1.03,34.91,0.45,7.08,13,R000446
"고구마, 신율미, 생것",100.0,164,1.0,38.84,0.61,4.64,47,R000447
"고구마, 신자미, 생것",100.0,107,1.3,25.5,0.1,0.0,10,R000448
"고구마, 연황미, 생것",100.0,127,1.1,30.7,0.0,0.0,14,R000449
"고구마, 주황미, 생것",100.0,105,1.0,25.1,0.1,0.0,14,R000450
"고구마, 진홍미, 생것",100.0,140,1.2,33.8,0.0,0.0,9,R000451
"고구마, 찐것",100.0,163,1.08,39.41,0.15,13.75,6,R000452
"고구마, 분질(밤) 고구마, 찐것",100.0,169,1.07,40.9,0.15,13.02,7,R000453
"고구마, 점질(호박) 고구마, 찐것",100.0,157,1.1,37.91,0.15,14.48,5,R000454
"고구마, 구운것",100.0,188,1.13,45.48,0.16,19.08,9,R000455
"고구마, 분질(밤) 고구마, 구운것",100.0,189,1.01,45.94,0.16,14.95,10,R000456
"고구마, 점질(호박) 고구마, 구운것",100.0,186,1.25,45.02,0.16,23.21,9,R000457
"고구마, 말린것",100.0,312,2.3,75.7,0.1,0.0,0,R000458
"당면, 고구마, 말린것",100.0,358,0.08,88.75,0.07,0.0,8,R000459
"당면, 고구마, 삶은것",100.0,123,0.03,30.38,0.04,0.0,3,R000460
"당면, 고구마, 감자, 말린것",100.0,346,0.0,86.6,0.2,0.0,7,R000461
"곤약(구약나물), 가루",100.0,194,3.0,85.3,0.1,0.0,18,R000462
"곤약(구약나물), 국수형, 생것",100.0,7,0.2,3.0,0.0,0.0,10,R000463
